Transaction ID,Item,n_items
lo9vv8vpOBRuJuPpaEMl5v7eV,"Pineapple Passion,Curry chicken,Banana Pudding",3
lovUl49zSpfF4HUX0k8ECrqeV,Custom Amount,1
lsNWVvTPWBr3bCO4ehU4BrveV,"4 Item Warm Bar,Refreshment Package",2
lycychfzP4mxpb0abl8TPJteV,Jerk Chicken,1
n1Cg2bIm1LkSQX0D3g3yKdxeV,Custom Amount,1
n30F0h132qbpXE5l6wvnoV6eV,Curry chicken,1
n38nBo1vBMBxlAles0blzNjeV,"4 item Hot Bar,6 item Hot bar,Chocolate Covered Strawberries,Coffee and Tea,Set-up Kit,Strawberrie Cut Pudding,Travel",7
n3iKlMiC8ZQIm5ro6rxwGiheV,Short Ribs,1
n5jSxwUsB7DPJ1IYfZZaSqpeV,Custom Amount,1
n9Fiz1yI46ICsCwLxYhGb8neV,Jerk Chicken,1
n9pETndoyUt0z6iUXhUHxgfeV,Custom Amount,1
n9tW31lqpL8UeW9ch9Q5owmeV,Curry chicken,1
nBB5gbljVUptRIMz1Py03lkeV,Custom Amount,1
nD0QPTJ02vXBMfs0p8OA5OseV,BBQ Chicken,1
nDwkwQuasY1Rib35q4SQWNneV,"Wings,Custom Amount",2
nFlERT8frTxe7k18vFzaEIjeV,"Jerk Chicken,Short Ribs,Custom Amount",3
nFnBnz63RVn8DjcDE4Qw075eV,"Custom Amount,Custom Amount,Custom Amount,Custom Amount",4
nFpga3F8wR3FRkOaQe7fy7jeV,"BBQ Chicken,Custom Amount",2
nLKhPbmAcpT3A6uOCi3MJ6yeV,Chicken Fajitas,1
nRBLTdEnhwgRpeainETXqzAfV,BBQ Chicken,1
nRFra7zyJ3EyPw23L65O33teV,Jerk Chicken,1
nRJzN7FDsuP1731xThfpEbxeV,Custom Amount,1
nRTwXY81lArVCG3KU8OS9mreV,Custom Amount,1
nT0k9CcId4rF9AcnuFx9mumeV,BBQ Chicken,1
nVfFzGUIB5XG49U7wfJM4bueV,Jerk Chicken,1
nX8TR7rpPjHVKX5peWva5g2eV,Wings,1
nZP4p6yTE24QnR6eTboTYB2eV,"Custom Amount,Custom Amount",2
nbEsOC6vTOukP9S6Ji2jhGneV,Custom Amount,1
nbShNQVOMWIF7dA9Ac2tLcmeV,Curry chicken,1
nf6g1zmKvZ5I29EyymCKozueV,Custom Amount,1
nfeCB9E5LSxoubV5cihcflreV,Custom Amount,1
nhRN4aBjNVpbxFW0WwM1qyseV,BBQ Chicken,1
nj6nL2jwu0ggI8J2jMLXOu5eV,Custom Amount,1
njOD6NNAzEhnIQwQN5He1Q7eV,Custom Amount,1
njV8H8anIRjtNd2UoGIPl4reV,Custom Amount,1
nxKbnuYsjngof3b3Wo3VWp4eV,Custom Amount,1
nxd1lDNaJhnb08sMdjqoPGmeV,Custom Amount,1
p0AOzSXsbBX5PWX79Fpg1E6eV,Grilled Chicken Salad,1
p40pMo0w5nNO5xmiHG2eFwfeV,Custom Amount,1
p4gDkL0WInVUCA9B23bnjXjeV,"Beef Combination,Chicken Fajitas,Custom Amount,Seared Blackened Chicken Breast,Delivery Fee",5
p6RzWiQOvBceadQAXG3qlsueV,Jerk Chicken,1
p6bqjkQCPeYRi6Grwsxqg4ieV,Wings,1
p8yzsFsg8XaN42ZBxLE2wOoeV,Curry chicken,1
pAIh2dqxqZ3Eqz5v5XvzwNgeV,Custom Amount,1
pAWGVlkebzyvFUbcawuypkreV,"Grilled Chicken Salad,Wings",2
pAaC2tDWulFfIdZ1r6WnlUgeV,BBQ Chicken,1
pEeZjibrvEMGFDUIYrDbR84eV,4 item Hot Bar,1
pEjhIfBTAWWxHZ5v7d3z5C1eV,Custom Amount,1
pG14lEEhqQvYhhgXUzDWfGAfV,"Jerk Chicken,Short Ribs,Chicken Fajitas,Curry chicken,BBQ Chicken,Jerk Chicken",6
pIILoTCxbdPpUA89biFSZhweV,Chicken Fajitas,1
pKLmLgVZg7JOz26eeqzKc85eV,Jerk Chicken,1
pKVvPT2zm7fHm5beEY4G9g7eV,Banana Pudding,1
pM8cisfllfGtmyyBkiLkP90eV,Custom Amount,1
pODxDiYQ2TIFLD2UFL1MsUieV,Custom Amount,1
pOx8nd3iDS0Ls6CD4VlFXK4eV,Short Ribs,1
pQUv4Hus6RTudUOY9zDwb6neV,Short Ribs,1
pUSb9uCWdixiJmWho5vI7kjeV,Short Ribs,1
pUqJmADJ5hAHuwT1gjUTjvleV,Custom Amount,1
pWF2SUEHRPnFqC8uqrWyNiyeV,Chicken Fajitas,1
pWHRdpZsWsdVrIBnvG0qdk1eV,Jerk Chicken,1
pWP7gRP1TDvBVhFpEoFWpCheV,Custom Amount,1
pWvFzm8VxNF2mbEqxW3L0R0eV,Curry chicken,1
pa8OZel0W2QVyHHfaHYhFwweV,Custom Amount,1
pcAUFNWJkzwJEbXQ21nHuu1eV,Custom Amount,1
pcM4U1qT1xK5eLd68gYgZ9geV,BBQ Chicken,1
pcQyAR4n8Kn9woENNBFkAM5eV,Curry chicken,1
pcWlec0zdbl7sq2NZcK8GpxeV,Custom Amount,1
pckAUMPyygTxkP8YAYzRRs7eV,Custom Amount,1
pcsEWPwiI9EdpccazQwmVjqeV,BBQ Chicken,1
peVUgFu8t1ShLXewvpBS2umeV,Custom Amount,1
pgchHsD6fY0KmjWvaeDhPp2eV,"Jerk Chicken,Short Ribs,BBQ Chicken,Authentic Mango Punch,Curry chicken",5
pgeGlwQnH6efgyOy3atuqt3eV,"Jerk Chicken,Custom Amount",2
pgmS9I3XDgvmwO7VnIC5wpmeV,"Chicken Fajitas,Chicken Fajitas",2
pgw7rg09f0uzapH537VNYkheV,Chicken Fajitas,1
pkY0A5YhgJ8rweYDYD1ZsW7eV,Custom Amount,1
pkqj1OUgQXHxiwbbOlvJDTxeV,Jerk Chicken,1
pmFEvQ3mitQzonTQL4ZpcaleV,Jerk Chicken,1
pmTFc0jdTlwGdqVBfIOArRmeV,Curry chicken,1
pmZAO7txB7WxBawWQx9GadoeV,BBQ Chicken,1
poU5aMiQcgis2xGhzqGoalfeV,Jerk Chicken,1
pomQ3fqAKqJNsmlXmPtwQLseV,"Oxtail,Custom Amount",2
poygOizmSimTU5KcMyV4qm3eV,Chicken Fajitas,1
pqvs7ZR1lLKZKD3UNoKu89keV,"Short Ribs,Custom Amount",2
ps8Qwy8qYhCNbPFRU2M7JDmeV,Curry chicken,1
psIsRfxMxDpFSkMzUtrnfq0eV,Custom Amount,1
purTU5WSqDlFIi9T9ESKLCgeV,"BBQ Chicken,Chicken Fajitas",2
pwYdiNzb8vGYzoJI7CsTsXpeV,Custom Amount,1
pwfMiqXRPPoaHCEWryqb71feV,"Oxtail,Custom Amount",2
pyVBnObwekpmPDoJPBTK1lfeV,Wings,1
r1KTpt8baYxg5K8VYGHHHQ0eV,Steak FAJITA,1
r1cKS4dfp3UfIyO6NzjzbjteV,Seared Blackened Chicken Breast,1
r3LnVolKR6WK7KStKI2VUk6eV,"Custom Amount,Custom Amount",2
r9UQg41iGk3zFQ60RHI2l70eV,Jerk Chicken,1
rBPeZAlxdHco0zgpSPY14BseV,Custom Amount,1
rDrIpTqU35J1dgql4s1xfjjeV,Custom Amount,1
rJC2BKGAzCP9stvCv0hGTMseV,4 Item Warm Bar,1
rJMD7LjZ8HfhaKpEVakOl0heV,Chicken Fajitas,1
rJoBxmjsfv1MCXLosnw9jl6eV,"Wings,Chicken Fajitas",2
rJygIfTxLWudD3zY006b54keV,Chicken Fajitas,1
rLZN7QkljMGqGuQWkrFnnikeV,"Salad Bar,Refreshment Package",2
rP3JaqPfl9yIR5alp7otvv3eV,BBQ Chicken,1
rP3h620v0nnd6ZfT70dvRmmeV,Chicken Fajitas,1
rRoBo5RNL24JQHmXPxEuI23eV,"Jerk Chicken,Banana Pudding",2
rVMaMfYvKwLkkKCS0i64u3jeV,Curry chicken,1
rXCGNR7mCPfLzjO1JbUlFK2eV,"Oxtail,BBQ Wings,Veggie Plate,Custom Amount,Rice",5
rZgfoIbsxB8iTn3ebLM9Ut4eV,Custom Amount,1
rbHM7tkrdtaBoPjPiyTGXIieV,Custom Amount,1
rbNtgoWWh4ZRpt2XNasf9ZseV,"Bun and Cheese,Caprise Salad,Chocolate Covered Strawberries,Custom Breakfast Buffet,Pan Grilled Wings,Patties (Beef),Refreshment Package,Set up Fee",8
rd8SXmBvLZTdMsVlV6JCyrAfV,Custom Amount,1
rd98K9Z94HUhdtYoFsUPJYkeV,Custom Amount,1
rfPxUbthJiswenExc1Fasa5eV,Custom Amount,1
rh0tDeynSxNcuUlZuI83Gf0eV,Custom Amount,1
rndoZL2Vh0s2dvM2Zds6lZqeV,Custom Amount,1
rpS25uKQP6AdPOhadvrkacveV,"'Nana Pudding,Jerk Chicken",2
rrBpxvsDugAB9RujdratEh7eV,Short Ribs,1
rrdBcSIfRsq7jdqGJrURC0leV,Chicken Fajitas,1
rvh0RsazGYSOooctkT9kQR1eV,"Jerk Chicken,Custom Amount",2
rxeYa1r9DQUoOUJq9QZtNmneV,Wing Meal,1
rz5RwRVAR9lFopnom9NIUBleV,Chicken Fajitas,1
t0roVKj2rtHeMRaz5iCHOw8eV,BBQ Chicken,1
t0tvmrA2a6ZCgEJcGNSkdrreV,Custom Amount,1
t2yVgdXh6SZR4x6lInj6SLteV,Jerk Chicken,1
t4BMiGJ6bJddXydneVX7xUheV,Chicken Fajitas,1
t4dwLBhJggHvh3SQued6lDteV,"Salad Bar,Custom Amount",2
t6ZHIB1YGZSLQDwl06f7Vk2eV,Custom Amount,1
t8nEB8XpCuuGKB1v9A2Wal6eV,Custom Amount,1
tC4jJASlMM5EqJt3GPxMDZieV,Chicken Fajitas,1
tE5rH1iqmGkdVJo2OHYAp3peV,Jerk Chicken,1
tG6pOvh538CFIilUh95QmKueV,"Oxtail,Curry chicken,Custom Amount",3
tGCNCxfyBsSspkPCX29fqZweV,Tilapia,1
tGGJTbB5UMRz6w6igPpmgFteV,Custom Amount,1
tGYiDNeeOq41k9I7ujgSZ00eV,Jerk Chicken,1
tK4PIIAnaPBcpJqzjyRrWkteV,"Custom Amount,Custom Amount,Custom Amount",3
tKG4NCCEe0Ts06l2P8c1cupeV,Short Ribs,1
tKKkUxr9nzr7vejoZJBHHOieV,Custom Amount,1
tKqUwr74D6FaKljmJtUGixoeV,Stew Beef,1
tMrS1K3u7fCPvBSvUmKqmu5eV,Custom Amount,1
tOCh1z4L3wAuP1MZHoKoItgeV,Custom Amount,1
tQdk4x3dJseNxpHSgaCYMw7eV,"Custom Amount,Custom Amount",2
tQl4wFrqcRau3tUho7YyF0peV,Wing Meal,1
tSQvxRdNEHKTDdjjBIfePa2eV,BBQ Chicken,1
tUXA8HphNGPkSA8mECMUKn2eV,Curry chicken,1
tUjUdgxGXiDD8bea2aH3yzyeV,Custom Amount,1
tWevEwD79tSbSZodGwCRUl7eV,Short Ribs,1
ta7AAfghwY8z4Vg4mlKaITseV,Custom Amount,1
tamU98Hj5P22RUrqYJt4PbleV,"Curry chicken,Custom Amount",2
tcfmSjSXp826NfKFARNyf7eeV,Chicken Fajitas,1
tcxbobco3E8801iETJrkkyieV,Custom Amount,1
tesOREBnhwO2uWsJEqqZ3pyeV,Steak FAJITA,1
tgxsRbEukLMWDKalbD9r4kueV,Jerk Chicken,1
tiAXlOlLz8M5UP4i7KKHeMkeV,Chicken Fajitas,1
tiId85pZhDDJsp0B3gmTsVyeV,BBQ Chicken,1
ticJfgcZG3nHT4CWZn5GoSmeV,"4 item Hot Bar,Refreshment Package,Pan BBQ Chicken",3
tieE63O4lE0Is0MgIHgdDqAfV,Jerk Chicken,1
tkiXlwOx3TsJpYdOR5fMQN1eV,Custom Amount,1
tmKROZ52rX44BKaf9H3wv7heV,Curry chicken,1
tmZAKHQPplZ9ATCv8GwIsEqeV,"1/2 Dozen of Chocolate Covered Strawberries,6 item Hot bar,oxtail",3
toay5wjEx3a5R2Io3CLhBL0eV,Custom Amount,1
tq0VUWocippHyx7mUQI7e10eV,"Jerk Chicken,Short Ribs",2
tqsNYtSwuMXckMmvRWXSK5jeV,Custom Amount,1
tqsr9iFTyCU4ZbemFzmSgzAfV,"Custom Amount,Custom Amount",2
tu4MPU7GWmWHzk5E2fNfh53eV,Custom Amount,1
tuoYvJCZJFGKhW3jCer9fxweV,Short Ribs,1
twHrh5aaj4JVaoGmG3zRfa0eV,"Baked Mac,Cabbage,Rice,Warm Buffet",4
twLLGY0o4Oe7RlTKmXm9SjneV,Mahi Mahi,1
twjLmBfUoT5o3YDYjZBQ90AfV,Custom Amount,1
tyMvSDLBZqVKYEYfcldixIxeV,Chicken Fajitas,1
tyaWoeJQp9yHHvWK5u1SbngeV,Grilled Chicken Salad,1
tygZmHCQRJ8XuTbulwJhdL3eV,Custom Amount,1
tyn8WxZ59L1tknKRjsTApzjeV,Custom Amount,1
v1bQ9wJ6ziIhIcjhalXbbymeV,Jerk Chicken,1
v3TtiMehyXKOZ8mSKD7uApheV,Custom Amount,1
v5dsfYOfHtSAeh22a1EKs3peV,Chicken Fajitas,1
vBDD0fd6ObYUBrRHdgCOJ6weV,Curry chicken,1
vDJZQgPuYcWUSfEiVrQWTNreV,Oxtail,1
vDkNzquFX7y2GcQSlQ4iXOneV,Custom Amount,1
vDySQPF9XnMrXGNLpIup8MseV,Jerk Chicken,1
vFhZEfk1k3rOjJ3jujk9rR0eV,Custom Amount,1
vJztOjltXuoXcUgzzNqMDWmeV,Custom Amount,1
vLBpZReJGMdjN7RouieLzG4eV,Custom Amount,1
vNNNUvIvRQpcQ8rlWE3pWvieV,Custom Amount,1
vVljeXnx9xLFsMrcQ4oKRC0eV,BBQ Chicken,1
vXkABbCJDZLrC89t1LLqlmueV,Custom Amount,1
vZ5az4mYDakvztO9O33uyQxeV,Wing Meal,1
vbmMJSfGgcdmq71P8CYwMTqeV,"Chicken Fajitas,BBQ Chicken",2
vdLUsK7wYwLN3JKZxM4jzyxeV,Custom Amount,1
vfkGbAbfZgh2S3YRRtXyHxreV,Wing Meal,1
vfoSKppnSRcbBldkMIhxjPneV,Jerk Chicken,1
vhPxkHln6UR2i13WLOfxC23eV,Custom Amount,1
vhpWqwZYkgYFc61usImN9bteV,"4 item Hot Bar,Refreshment Package",2
vnoIStCqjKODIOfuSMYGr7yeV,Custom Amount,1
vr6eZdkpjKtl6bkzaVG38yoeV,Wings,1
vtdhAYa6PlqIFC6fbvuYfs3eV,Custom Amount,1
vxtEC4JiQRKt7Okaq7paBG0eV,Chicken Fajitas,1
vz4TlbpWeHTZGssHqOJtQyweV,Jerk Chicken,1
vzcNhlu3nmOg4YRFCjviFq6eV,"Curry chicken,Jerk Chicken,Jerk Chicken,Chicken Fajitas,Chicken Fajitas",5
vzia4eGLCLhZwSQXCn8EE5yeV,Curry chicken,1
x08vg0n9WVpoIxPAZzSSeuweV,Curry chicken,1
x2HA4V1RynKX3JThW7JlLnfeV,Custom Amount,1
x4XNnbZmedvaCnBcpsx5AizeV,Custom Amount,1
x6t4fhwm1czG2K1Rnyf9WfzeV,Wing Meal,1
x84dpOKgv4HzVKkKFDxogZieV,Chicken Fajitas,1
x8INZQgq0CppesEWU5I86lseV,Curry chicken,1
x8vkbaR4svdwEvIMpuPKip0eV,Custom Amount,1
xAat7b2WJQoBTjVj5EsyBajeV,"4 Item Warm Bar,Refreshment Package",2
xEKeeyG5lBCKT5i3TduDth7eV,Custom Amount,1
xEwLHoIGLYrN3B5fgVrrJJjeV,"Chicken combinations,Home Squeezed Lemonade,Banana Pudding",3
xGHoGr2YG2C5E2DJ1rUWH0feV,Custom Amount,1
xGJBuBAf9qiWDGcneKolTE1eV,"Custom Amount,Custom Amount",2
xGRlIIhBGc06QKvKD72nH43eV,Jerk Chicken,1
xIAMkkO6eykEQpcWi05odh4eV,Custom Amount,1
xIlOgKe7OaSVNuQz55ADkCleV,Custom Amount,1
xIuHMhdZPc2SrfxrtoKXFB6eV,Jerk Chicken,1
xK6Y840Zwj7ErqX3SCHw6ileV,Custom Amount,1
xKnVvedoRhsvh9xVsiQBTifeV,BBQ Chicken,1
xKrp8sfuNfpOfPT5c4o0HzieV,"Jerk Chicken,Pineapple Passion",2
xMYToNbtljDosq1bnWxOX8seV,Custom Amount,1
xQduB5w0Vwa43jiUaN9qnXyeV,Custom Amount,1
xS18IQAeoVl6qaZpzLvgs5keV,"Curry chicken,Jerk Chicken,Plantain",3
xU03yK8qlf90sBiUc1r07w4eV,Jerk Chicken,1
xUELCZBGGvlfpFy94Yc0QXieV,Wings,1
xUUPcPBiniOoqlKcp1RDctxeV,"Tilapia,Banana Pudding",2
xWRNuMFM8MekDQpLDJgfAdseV,4 Item Warm Bar,1
xWriiAxzLATtCCMBwuug8hqeV,BBQ Chicken,1
xYe53dGyKYdCUcL0FxmviCpeV,Custom Amount,1
xaREUFdBTAbv8Hz9hso2S8peV,Jerk Chicken,1
xalQRFyrngKUNplERwuKVa4eV,Jerk Chicken,1
xcKEYC552tjFwKSumGbuPgyeV,Chicken Fajitas,1
xeBBtA1raztKmTYCCgnNA31eV,Custom Amount,1
xeBPCPb4uZSFjxOVO5r8FFseV,Jerk Chicken,1
xgQOKPgtcd7jd5EfnbHg2b8eV,"BBQ Chicken,Jerk Chicken,Lemon Cilantro Chicken",3
xguxeIizmnE0ypcOfhoJGNzeV,BBQ Chicken,1
xidUw0HzAQq4FssgLzl3qNAfV,Jerk Chicken,1
xilyb7zt36LJWtLB7BhEx78eV,Custom Amount,1
xkKGoZdrK4nf7d7UgfQLuZxeV,BBQ Chicken,1
xkYb7bt6eLOyV4qukeZZSRueV,Custom Amount,1
xkkBx0iRfkM2NqDy65D3IT0eV,Jerk Chicken,1
xkmqRUTNNv6z6WtyejhD4freV,Custom Amount,1
xow0A2F1hJKyD5t6kZQRHwmeV,Chicken Fajitas,1
xqrrbPArOkad0qp92AECDDheV,BBQ Chicken,1
xsUTRv1sEBXKynHs9sMQm2oeV,BBQ Chicken,1
xwOBIYgLj0ozNs4jiTolRZteV,Wing Meal,1
xyR6idfux0KX6czaGRJ3DKneV,Short Ribs,1
xyX9g8p91bpwfDpad8u0XH7eV,"BBQ Chicken,Rice",2
xyrbwlKCsDayGWoyUDOx1fqeV,Jerk Chicken,1
z1qofFHTCDOoP2Fp1umUacteV,Short Ribs,1
z5aXnhqjAYM1rkADbxSFKtheV,Jerk Chicken,1
z5wO9j7l4Y3Hq0kRmHMmQSneV,Jerk Chicken,1
z7bXJWQWBUp7jvRL64IR6r0eV,Chicken Fajitas,1
z7t2Sx68OyY7Ts8Pyo3WfHqeV,Chicken Fajitas,1
zDvlaxKN80XN6GlZsRP22opeV,'Nana Pudding,1
zHhz7uv5wzh06YBVLKhd53feV,Jerk Chicken,1
zHr8dK1ppkMcQsDG9eSRtsweV,"Oxtail,Custom Amount",2
zJJGNThkoAaUaKNlDl8zZ54eV,Custom Amount,1
zJeZlRtnRKFKv1iZ7llUHTueV,Custom Amount,1
zL54alytW1udX4AEnjEL0EAfV,Jerk Chicken,1
zL712g0HbR7U8jBgdv49PX0eV,Custom Amount,1
zLFgPrchViwWB3TS6ltTHwveV,Jerk Chicken,1
zLlC8LbhhH2URv20XDYty9zeV,Custom Amount,1
zPbgAaWlM0w8uTIlFxZkI3teV,Short Ribs,1
zT10EKsoV5aMAid9VE0Itu3eV,Chicken Fajitas,1
zbuIzLWnd9QpjixKkmqsxskeV,Custom Amount,1
zftL1pNPOcNjCHCMNjrC6FneV,Custom Amount,1
zp82oRrv7naNS0XethEh0NfeV,Custom Amount,1
zpY4sqJDVCjVpN0NcBh95MqeV,Custom Amount,1
zr5G975UrulpJ5sCYxaXHD8eV,Custom Amount,1
zrvT6VlA9sl9EfDegLwiLEheV,Custom Amount,1
ztmAvnVu8ddFYSNUA3rnEWheV,"Jerk Chicken,Curry chicken",2
zvVPd2EXe5t0KmHKY09aXv7eV,Jerk Chicken,1
zvpdNThkyaLHdYrNRA9rIi7eV,Curry chicken,1
zxAYDeNWowtAxoJPUBzG4LpeV,Custom Amount,1
zxenBX8VyDGtV8ZkoXd2XC9eV,"Custom Amount,Jerk Chicken",2
